OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,TrackingNumber,ItemsInCart,CouponCode,TotalPrice,Has_Coupon,Order_Month,Avg_Item_Cart_Price,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
ORD200286,2025-04-07,C70554,Monitor,3,139.45,187 Main St,TRK61086952,8,WINTER15,418.35,1,4,52.29368463289421,False,False,True,False,False,False,True,False,False,True,False,False
ORD200287,2023-11-24,C70437,Chair,4,655.18,630 Main St,TRK26628830,5,,2620.72,0,11,524.1429517140966,False,False,False,True,False,False,False,True,True,False,False,False
ORD200288,2023-03-12,C97643,Laptop,4,512.75,537 Main St,TRK60831391,8,WINTER15,2051.0,1,3,256.3746795316506,False,True,False,False,False,False,True,False,False,True,False,False
ORD200289,2023-07-26,C17136,Chair,4,160.49,333 Main St,TRK55362541,8,WINTER15,641.96,1,7,80.2448996938754,True,False,False,False,False,False,False,True,False,False,False,True
ORD200290,2023-05-05,C24901,Chair,3,99.9,258 Main St,TRK14029489,8,FREESHIP,299.7,1,5,37.46245317193353,False,False,False,False,True,False,False,False,True,False,False,False
ORD200291,2024-05-12,C61521,Phone,2,345.01,670 Main St,TRK93676567,6,FREESHIP,690.02,1,5,115.00314166143058,True,False,False,False,True,False,False,False,False,True,False,False
ORD200292,2025-01-15,C39639,Monitor,1,65.95,185 Main St,TRK31042152,5,,65.95,0,1,13.189973620052761,True,False,False,False,True,False,False,False,True,False,False,False
ORD200293,2023-02-16,C33220,Tablet,4,463.04,564 Main St,TRK40450219,9,,1852.16,0,2,205.79532689408126,False,False,True,False,False,False,True,False,False,False,True,False
ORD200294,2025-04-01,C65414,Phone,2,297.71,208 Main St,TRK67562517,7,SAVE10,595.42,1,4,85.05987848588788,False,False,False,True,False,False,False,True,False,False,False,True
ORD200295,2023-01-25,C49009,Printer,5,107.48,278 Main St,TRK46285799,9,FREESHIP,537.4,1,1,59.71104476550582,False,True,False,False,False,False,False,False,False,False,False,False
ORD200296,2024-06-19,C48453,Desk,5,638.8,434 Main St,TRK52110494,10,WINTER15,3194.0,1,6,319.3996806003194,False,True,False,False,False,False,False,False,False,False,False,True
ORD200297,2023-02-22,C68078,Desk,2,493.88,252 Main St,TRK64862812,7,SAVE10,987.76,1,2,141.10836984518593,True,False,False,False,False,False,True,False,False,False,True,False
ORD200298,2023-12-19,C19402,Printer,4,301.17,267 Main St,TRK97825212,6,,1204.68,0,12,200.77966536722442,False,False,False,True,False,False,False,False,False,False,False,False
ORD200299,2024-01-20,C30711,Monitor,1,278.66,856 Main St,TRK42696593,2,FREESHIP,278.66,1,1,139.32930335348325,False,False,True,False,False,False,False,False,False,False,True,False
ORD200300,2024-09-02,C39000,Phone,1,287.46,894 Main St,TRK33753945,3,FREESHIP,287.46,1,9,95.81968060106466,False,True,False,False,False,False,True,False,True,False,False,False
ORD200301,2023-05-11,C31105,Chair,1,583.99,726 Main St,TRK40149095,2,SAVE10,583.99,1,5,291.99354003229985,False,False,False,False,False,False,False,False,False,False,False,False
ORD200302,2023-05-16,C29432,Chair,3,468.74,121 Main St,TRK44142517,4,FREESHIP,1406.22,1,5,351.55412111469724,False,False,False,False,False,True,False,False,False,False,True,False
ORD200303,2024-12-07,C48531,Tablet,1,30.54,368 Main St,TRK95462192,1,,30.54,0,12,30.539694603053967,False,True,False,False,False,False,True,False,False,True,False,False
ORD200304,2024-10-18,C86762,Monitor,5,408.73,326 Main St,TRK75686292,10,FREESHIP,2043.65,1,10,204.3647956352044,False,False,True,False,True,False,False,False,False,False,True,False
ORD200305,2023-11-25,C63822,Laptop,4,126.89,235 Main St,TRK59353216,9,FREESHIP,507.56,1,11,56.39549289389679,False,False,False,False,False,True,False,False,False,False,True,False
ORD200306,2024-06-07,C70495,Printer,2,57.07,238 Main St,TRK65511225,3,SAVE10,114.14,1,6,38.04653984486718,False,True,False,False,False,False,True,False,False,False,True,False
ORD200307,2023-07-01,C92407,Laptop,3,557.41,135 Main St,TRK11755610,4,,1672.23,0,7,418.0564548588629,False,False,False,True,True,False,False,False,False,False,False,False
ORD200308,2023-12-11,C75888,Printer,3,448.9,790 Main St,TRK98467398,7,SAVE10,1346.7,1,12,192.38543944937223,False,True,False,False,False,False,True,False,False,False,True,False
ORD200309,2023-10-03,C63153,Chair,4,549.76,625 Main St,TRK38033305,4,FREESHIP,2199.04,1,10,549.758625603436,False,True,False,False,True,False,False,False,True,False,False,False
ORD200310,2024-02-24,C85863,Printer,3,132.48,968 Main St,TRK16094218,4,,397.44,0,2,99.35975160062101,False,False,False,True,False,False,False,True,False,False,False,True
ORD200311,2025-05-17,C71698,Desk,5,489.37,274 Main St,TRK34786818,8,,2446.85,0,5,305.8558676801654,False,False,False,True,False,False,True,False,False,False,True,False
ORD200312,2025-05-24,C35397,Printer,5,66.31,579 Main St,TRK64742535,7,FREESHIP,331.55,1,5,47.36421805111707,False,False,True,False,False,True,False,False,False,False,False,True
ORD200313,2023-07-09,C67687,Chair,2,434.3,978 Main St,TRK22838735,7,SAVE10,868.6,1,7,124.0855370206614,False,False,False,False,True,False,False,False,False,False,True,False
ORD200314,2023-10-04,C29931,Desk,4,153.09,540 Main St,TRK48712417,4,FREESHIP,612.36,1,10,153.08961727595684,False,False,False,True,True,False,False,False,False,False,False,True
ORD200315,2025-05-12,C59139,Tablet,5,91.67,301 Main St,TRK45507090,9,FREESHIP,458.35,1,5,50.9277211914209,False,False,False,True,False,False,False,False,False,False,False,False
ORD200316,2023-10-02,C66078,Desk,4,275.28,101 Main St,TRK86474559,9,WINTER15,1101.12,1,10,122.34653072607696,False,False,True,False,False,False,False,True,True,False,False,False
ORD200317,2023-04-10,C88370,Monitor,2,139.95,339 Main St,TRK22575151,5,,279.9,0,4,55.97988804022392,False,False,False,True,False,False,True,False,False,False,True,False
ORD200318,2024-07-27,C93375,Chair,3,148.72,317 Main St,TRK95706967,7,SAVE10,446.16,1,7,63.73705180421172,False,True,False,False,False,False,False,False,False,True,False,False
ORD200319,2023-12-02,C53049,Laptop,2,563.06,413 Main St,TRK48974907,6,,1126.12,0,12,187.6863538560769,False,False,False,False,False,False,True,False,False,False,True,False
ORD200320,2024-12-19,C55590,Printer,1,625.51,772 Main St,TRK48792951,1,FREESHIP,625.51,1,12,625.5037449625503,True,False,False,False,False,False,False,True,True,False,False,False
ORD200321,2023-08-09,C47086,Phone,4,152.29,135 Main St,TRK44194358,6,WINTER15,609.16,1,8,101.52649745583757,False,True,False,False,False,False,False,False,False,True,False,False
ORD200322,2024-06-14,C48646,Phone,5,231.82,339 Main St,TRK18233748,6,SAVE10,1159.1,1,6,193.18301136164771,False,True,False,False,True,False,False,False,True,False,False,False
ORD200323,2025-01-26,C29416,Laptop,1,150.17,414 Main St,TRK63820842,1,SAVE10,150.17,1,1,150.16849831501682,False,True,False,False,False,False,True,False,False,False,False,True
ORD200324,2024-06-13,C13525,Tablet,3,70.93,847 Main St,TRK70193221,5,,212.79,0,6,42.55791488417023,False,True,False,False,False,False,True,False,False,False,False,True
ORD200325,2023-06-29,C53545,Desk,3,361.39,665 Main St,TRK61123177,8,,1084.17,0,6,135.52108059864926,True,False,False,False,False,False,False,True,False,False,False,True
ORD200326,2024-07-01,C65986,Laptop,5,670.48,273 Main St,TRK98353867,5,SAVE10,3330.4075,1,7,666.0801678396643,False,False,True,False,False,False,True,False,True,False,False,False
ORD200327,2023-07-25,C17302,Phone,1,359.99,385 Main St,TRK43940016,5,SAVE10,359.99,1,7,71.997856004288,False,False,True,False,False,False,False,False,False,False,False,False
ORD200328,2023-02-28,C18404,Tablet,5,674.04,546 Main St,TRK89401624,7,SAVE10,3330.4075,1,2,475.77182032597096,False,False,False,True,False,False,False,False,False,True,False,False
ORD200329,2024-12-25,C88371,Chair,4,283.16,306 Main St,TRK63224811,6,,1132.64,0,12,188.7730187116355,True,False,False,False,False,False,False,True,False,True,False,False
ORD200330,2024-06-02,C38068,Desk,5,260.53,532 Main St,TRK54059198,5,SAVE10,1302.65,1,6,260.52947894104216,False,False,True,False,False,True,False,False,False,False,True,False
ORD200331,2023-04-15,C78724,Printer,3,422.13,187 Main St,TRK25703134,7,SAVE10,1266.39,1,4,180.9125986962876,False,False,False,True,True,False,False,False,True,False,False,False
ORD200332,2024-07-03,C26163,Desk,5,125.02,607 Main St,TRK67499316,9,SAVE10,625.1,1,7,69.4554783828018,False,True,False,False,False,True,False,False,False,True,False,False
ORD200333,2024-04-16,C87124,Phone,1,198.51,818 Main St,TRK52086740,5,WINTER15,198.51,1,4,39.70192059615881,True,False,False,False,False,False,True,False,False,False,True,False
ORD200334,2024-03-26,C90348,Chair,4,224.75,728 Main St,TRK20635777,7,WINTER15,899.0,1,3,128.42838795944579,False,False,False,True,True,False,False,False,True,False,False,False
ORD200335,2025-03-03,C58721,Tablet,3,205.86,978 Main St,TRK34801199,4,,617.58,0,3,154.394614013465,False,False,True,False,False,False,False,True,False,False,False,False
ORD200336,2023-12-29,C88174,Laptop,1,18.2,441 Main St,TRK10143345,4,SAVE10,18.2,1,12,4.549988625028438,False,True,False,False,False,True,False,False,False,False,True,False
ORD200337,2023-05-29,C77763,Tablet,3,502.77,599 Main St,TRK66980447,8,WINTER15,1508.31,1,5,188.5385143268571,False,True,False,False,False,False,True,False,False,False,False,False
ORD200338,2023-11-08,C53627,Phone,5,305.49,704 Main St,TRK64112352,10,,1527.45,0,11,152.74484725515276,False,True,False,False,False,False,False,True,False,False,False,True
ORD200339,2024-04-10,C84563,Printer,2,236.33,398 Main St,TRK62422797,3,SAVE10,472.66,1,4,157.55280815730615,False,False,False,True,False,True,False,False,False,False,True,False
ORD200340,2023-04-23,C76207,Laptop,5,521.25,826 Main St,TRK25569378,8,,2606.25,0,4,325.7808427739466,False,False,False,False,False,False,False,False,False,False,False,False
ORD200341,2024-09-23,C94671,Tablet,1,167.15,293 Main St,TRK61357272,5,WINTER15,167.15,1,9,33.42993314013372,False,False,True,False,False,False,False,True,False,False,False,False
ORD200342,2025-06-24,C69994,Monitor,5,466.42,619 Main St,TRK95935805,5,,2332.1,0,6,466.4190671618657,False,False,True,False,False,False,True,False,False,False,False,True
ORD200343,2023-02-26,C64638,Printer,1,527.57,919 Main St,TRK64087938,3,FREESHIP,527.57,1,2,175.85608047973176,False,True,False,False,False,True,False,False,True,False,False,False
ORD200344,2025-03-06,C95623,Tablet,3,623.34,248 Main St,TRK67558189,3,SAVE10,1870.02,1,3,623.337922206926,False,False,False,True,False,False,False,False,False,False,True,False
ORD200345,2023-12-07,C24751,Tablet,5,501.26,259 Main St,TRK37285406,10,FREESHIP,2506.3,1,12,250.62974937025066,False,False,True,False,False,False,False,True,False,False,False,True
ORD200346,2024-12-06,C31764,Tablet,1,655.09,876 Main St,TRK44680433,6,,655.09,0,12,109.18148469752552,False,False,False,False,False,True,False,False,False,False,False,True
ORD200347,2024-02-03,C83556,Printer,4,264.79,380 Main St,TRK21109187,5,SAVE10,1059.16,1,2,211.83157633684735,True,False,False,False,False,True,False,False,False,True,False,False
ORD200348,2024-03-13,C24369,Laptop,3,359.73,885 Main St,TRK72633998,7,FREESHIP,1079.19,1,3,154.16977975745752,False,True,False,False,False,False,True,False,False,False,False,False
ORD200349,2023-11-30,C39648,Chair,1,465.33,824 Main St,TRK56016905,2,FREESHIP,465.33,1,11,232.6638366808166,False,False,True,False,True,False,False,False,False,True,False,False
ORD200350,2023-06-03,C13296,Chair,2,54.41,495 Main St,TRK60127216,6,,108.82,0,6,18.13663643893927,False,False,False,True,False,False,False,True,False,False,True,False
ORD200351,2025-02-15,C94248,Laptop,1,64.66,494 Main St,TRK89406816,4,,64.66,0,2,16.164959587601032,False,True,False,False,True,False,False,False,False,False,True,False
ORD200352,2023-08-31,C26637,Chair,5,173.96,995 Main St,TRK59546992,8,WINTER15,869.8,1,8,108.72486409391988,False,True,False,False,False,True,False,False,False,False,True,False
ORD200353,2025-03-28,C16012,Tablet,1,630.82,171 Main St,TRK15195225,5,FREESHIP,630.82,1,3,126.16374767250467,False,False,False,True,True,False,False,False,False,True,False,False
ORD200354,2023-07-11,C31772,Phone,1,693.41,992 Main St,TRK11970357,4,,693.41,0,7,173.35206661983347,False,True,False,False,False,False,False,True,False,False,True,False
ORD200355,2025-06-03,C18353,Tablet,3,433.33,677 Main St,TRK78766533,4,FREESHIP,1299.99,1,6,324.99668750828124,True,False,False,False,False,False,False,False,False,False,False,True
ORD200356,2023-05-06,C26966,Printer,5,374.58,907 Main St,TRK83889574,10,FREESHIP,1872.9,1,5,187.2898127101873,False,False,True,False,False,False,False,False,False,False,True,False
ORD200357,2023-07-08,C74982,Laptop,5,408.56,398 Main St,TRK98700702,8,FREESHIP,2042.8,1,7,255.34968081289898,False,True,False,False,True,False,False,False,False,False,True,False
ORD200358,2024-04-07,C70633,Tablet,2,183.67,747 Main St,TRK82540521,3,SAVE10,367.34,1,4,122.44625851247162,False,False,False,True,False,False,False,False,False,True,False,False
ORD200359,2023-06-09,C95643,Desk,4,606.57,303 Main St,TRK23286689,5,WINTER15,2426.28,1,6,485.2550294899411,False,True,False,False,True,False,False,False,False,False,False,True
ORD200360,2024-06-06,C53810,Phone,4,589.57,779 Main St,TRK34630612,8,,2358.28,0,6,294.7846315192106,False,False,False,False,False,True,False,False,False,False,True,False
ORD200361,2024-06-29,C53464,Printer,5,659.85,197 Main St,TRK32743531,9,SAVE10,3299.25,1,6,366.5829260189711,True,False,False,False,True,False,False,False,True,False,False,False
ORD200362,2023-06-27,C53697,Monitor,4,206.84,312 Main St,TRK60476656,5,WINTER15,827.36,1,6,165.4716690566619,False,False,False,False,False,False,False,False,False,False,True,False
ORD200363,2024-05-24,C31668,Laptop,5,113.87,871 Main St,TRK42584392,6,SAVE10,569.35,1,5,94.89150851415249,True,False,False,False,False,True,False,False,False,False,False,False
ORD200364,2023-11-24,C85282,Phone,5,628.74,740 Main St,TRK86767206,9,FREESHIP,3143.7,1,11,349.2996118893201,False,False,False,False,False,False,False,False,True,False,False,False
ORD200365,2025-02-14,C56796,Phone,1,678.38,607 Main St,TRK74263180,4,SAVE10,678.38,1,2,169.59457601356,True,False,False,False,False,False,False,False,False,False,False,True
ORD200366,2023-02-10,C95213,Printer,3,602.24,603 Main St,TRK40630538,8,,1806.72,0,2,225.83971770035288,False,True,False,False,False,True,False,False,False,False,False,True
ORD200367,2024-04-25,C13108,Laptop,5,658.77,712 Main St,TRK82284400,10,FREESHIP,3293.85,1,4,329.3846706153294,False,False,True,False,False,True,False,False,False,False,True,False
ORD200368,2023-05-01,C85322,Monitor,3,271.02,403 Main St,TRK89728869,6,,813.06,0,5,135.50977415037642,True,False,False,False,False,False,False,False,False,True,False,False
ORD200369,2024-12-22,C43545,Monitor,5,375.25,216 Main St,TRK73937402,9,SAVE10,1876.25,1,12,208.47199058667712,False,False,True,False,False,True,False,False,False,False,False,False
ORD200370,2025-05-03,C80649,Phone,1,312.11,870 Main St,TRK41143313,4,WINTER15,312.11,1,5,78.02730493173767,False,False,False,True,False,False,False,False,True,False,False,False
ORD200371,2023-01-05,C59752,Phone,5,307.76,179 Main St,TRK82229639,9,FREESHIP,1538.8,1,1,170.97758780268023,False,False,True,False,False,True,False,False,False,True,False,False
ORD200372,2025-02-14,C53645,Chair,3,483.53,166 Main St,TRK12123939,4,,1450.59,0,2,362.6465933835166,False,False,False,False,False,False,True,False,False,False,False,True
ORD200373,2023-01-02,C60178,Laptop,3,341.15,969 Main St,TRK84505143,4,FREESHIP,1023.45,1,1,255.86186034534919,False,False,False,False,False,True,False,False,False,False,True,False
ORD200374,2024-09-16,C20286,Monitor,1,571.9,129 Main St,TRK67648338,1,WINTER15,571.9,1,9,571.8942810571893,False,False,True,False,False,True,False,False,False,False,True,False
ORD200375,2025-01-16,C87547,Monitor,4,95.03,400 Main St,TRK71027262,8,FREESHIP,380.12,1,1,47.514940606324245,False,False,False,True,False,False,False,True,True,False,False,False
ORD200376,2023-08-24,C64549,Monitor,5,201.22,341 Main St,TRK20788231,6,FREESHIP,1006.1,1,8,167.68305386157692,False,True,False,False,False,True,False,False,True,False,False,False
ORD200377,2024-07-22,C24884,Monitor,1,260.26,625 Main St,TRK44538419,5,WINTER15,260.26,1,7,52.05189589620821,False,False,False,True,False,True,False,False,False,False,True,False
ORD200378,2024-02-01,C62666,Chair,5,64.5,148 Main St,TRK91029390,8,WINTER15,322.5,1,2,40.31244960943799,True,False,False,False,False,True,False,False,False,False,True,False
ORD200379,2024-09-21,C47284,Phone,3,297.67,500 Main St,TRK85756094,6,,893.01,0,9,148.83475194208012,False,False,False,True,False,False,False,True,False,True,False,False
ORD200380,2024-04-20,C35355,Printer,4,331.9,127 Main St,TRK52935059,5,SAVE10,1327.6,1,4,265.5194689610621,False,False,False,False,False,True,False,False,False,False,True,False
ORD200381,2023-06-07,C29467,Chair,1,191.76,223 Main St,TRK98103385,1,FREESHIP,191.76,1,6,191.7580824191758,True,False,False,False,False,False,True,False,False,False,True,False
ORD200382,2025-01-30,C26718,Printer,4,263.09,272 Main St,TRK91702525,8,SAVE10,1052.36,1,1,131.54483556895553,False,True,False,False,False,False,False,True,False,True,False,False
ORD200383,2023-01-20,C18944,Chair,4,393.8,837 Main St,TRK45275439,7,SAVE10,1575.2,1,1,225.02824995964292,True,False,False,False,False,True,False,False,False,False,False,False
ORD200384,2024-11-24,C35628,Chair,3,553.57,147 Main St,TRK45688220,4,FREESHIP,1660.71,1,11,415.1764620588449,True,False,False,False,False,False,True,False,True,False,False,False
ORD200385,2023-10-31,C56851,Chair,5,191.63,752 Main St,TRK65290904,6,FREESHIP,958.15,1,10,159.69140051433249,False,False,True,False,True,False,False,False,True,False,False,False
ORD200386,2023-04-28,C12421,Tablet,1,93.02,373 Main St,TRK32588504,4,,93.02,0,4,23.254941862645346,False,False,False,True,False,False,True,False,False,False,False,False
ORD200387,2024-06-27,C25316,Printer,2,39.53,904 Main St,TRK55423551,3,WINTER15,79.06,1,6,26.353245489181703,True,False,False,False,False,False,False,True,False,True,False,False
ORD200388,2023-12-28,C22657,Printer,3,633.97,152 Main St,TRK49157047,7,WINTER15,1901.91,1,12,271.7010404270851,False,False,False,False,False,True,False,False,True,False,False,False
ORD200389,2023-12-17,C29703,Desk,4,697.5,558 Main St,TRK40543461,7,FREESHIP,2790.0,1,12,398.5708591844869,False,False,False,False,False,False,False,True,False,False,False,True
ORD200390,2023-07-14,C55996,Printer,5,508.69,885 Main St,TRK30547638,10,FREESHIP,2543.45,1,7,254.34474565525434,False,False,False,False,True,False,False,False,False,True,False,False
ORD200391,2025-01-16,C60037,Laptop,2,527.46,516 Main St,TRK82009557,3,FREESHIP,1054.92,1,1,351.6388278705738,False,True,False,False,False,False,False,False,False,False,False,True
ORD200392,2024-02-28,C95100,Phone,1,627.2,197 Main St,TRK47366265,1,WINTER15,627.2,1,2,627.1937280627194,False,False,False,True,True,False,False,False,False,False,False,False
ORD200393,2024-07-14,C39906,Printer,1,75.01,921 Main St,TRK24632134,3,,75.01,0,7,25.003249989166704,True,False,False,False,False,False,True,False,False,True,False,False
ORD200394,2023-07-05,C70148,Desk,5,529.55,359 Main St,TRK34848650,10,,2647.75,0,7,264.7747352252648,False,False,True,False,False,False,False,True,True,False,False,False
ORD200395,2025-04-25,C30010,Phone,3,127.41,830 Main St,TRK35386084,7,SAVE10,382.23,1,4,54.60420770827471,False,False,True,False,True,False,False,False,False,False,False,True
ORD200396,2023-12-01,C99217,Tablet,5,287.13,778 Main St,TRK82004594,10,SAVE10,1435.65,1,12,143.56485643514358,False,False,False,True,False,False,False,True,False,False,False,False
ORD200397,2023-09-28,C30184,Monitor,1,427.06,987 Main St,TRK86674704,1,WINTER15,427.06,1,9,427.05572944270557,False,False,False,True,False,False,False,False,False,False,False,True
ORD200398,2024-09-04,C50275,Phone,5,53.93,729 Main St,TRK98925264,7,SAVE10,269.65,1,9,38.52137354089494,False,False,True,False,False,False,False,True,False,False,True,False
ORD200399,2024-01-07,C64641,Tablet,5,423.93,319 Main St,TRK32012588,5,FREESHIP,2119.65,1,1,423.9291521416958,False,True,False,False,False,False,True,False,True,False,False,False
ORD200400,2024-09-28,C56266,Desk,4,160.22,304 Main St,TRK60088901,9,WINTER15,640.88,1,9,71.20880976798915,False,True,False,False,False,False,True,False,False,False,True,False
ORD200401,2025-04-09,C98635,Printer,1,538.68,197 Main St,TRK14225465,6,,538.68,0,4,89.77985036691605,False,True,False,False,False,False,True,False,False,False,False,True
ORD200402,2023-04-09,C83026,Printer,5,337.38,858 Main St,TRK79746259,5,,1686.9,0,4,337.37932524134953,False,False,True,False,False,False,False,True,False,False,False,True
ORD200403,2024-11-10,C28893,Tablet,1,620.21,740 Main St,TRK98333066,1,FREESHIP,620.21,1,11,620.2037979620204,False,False,False,True,False,False,True,False,False,False,False,True
ORD200404,2023-03-09,C45482,Monitor,2,99.1,440 Main St,TRK54571699,6,,198.2,0,3,33.033278277869535,False,False,False,False,True,False,False,False,False,False,True,False
ORD200405,2025-01-26,C97774,Monitor,4,451.97,603 Main St,TRK64664424,7,WINTER15,1807.88,1,1,258.2682024739965,False,False,False,True,False,False,False,False,False,False,False,False
ORD200406,2023-12-10,C11657,Tablet,4,66.1,572 Main St,TRK50284486,9,WINTER15,264.4,1,12,29.377745135838737,False,False,False,False,False,False,True,False,False,True,False,False
ORD200407,2023-08-13,C85993,Tablet,4,547.32,250 Main St,TRK72547640,8,FREESHIP,2189.28,1,8,273.6596579254276,False,False,False,False,False,False,True,False,False,False,True,False
ORD200408,2025-01-01,C11906,Printer,3,412.53,536 Main St,TRK31140158,6,WINTER15,1237.59,1,1,206.26465622557296,False,False,False,True,False,True,False,False,False,True,False,False
ORD200409,2023-06-28,C45187,Desk,5,84.13,767 Main St,TRK12320793,9,SAVE10,420.65,1,6,46.73883695684783,False,False,False,True,True,False,False,False,False,True,False,False
ORD200410,2024-01-18,C37375,Tablet,2,518.23,184 Main St,TRK52470162,5,,1036.46,0,1,207.29158541682918,False,True,False,False,False,False,False,True,False,False,False,False
ORD200411,2024-06-19,C66567,Desk,2,39.51,981 Main St,TRK21174822,5,,79.02,0,6,15.803968392063217,False,False,False,True,False,False,False,True,True,False,False,False
ORD200412,2025-04-11,C42451,Tablet,5,133.01,246 Main St,TRK31313343,10,,665.05,0,4,66.50493349506651,True,False,False,False,False,False,True,False,True,False,False,False
ORD200413,2023-10-08,C13923,Tablet,1,118.8,123 Main St,TRK87598790,6,SAVE10,118.8,1,10,19.799967000055002,False,False,False,True,True,False,False,False,False,False,False,False
ORD200414,2025-05-04,C11829,Desk,2,139.57,797 Main St,TRK84229257,4,WINTER15,279.14,1,5,69.78482553793616,False,False,False,False,True,False,False,False,True,False,False,False
ORD200415,2025-04-06,C62169,Chair,1,184.15,655 Main St,TRK64558985,5,FREESHIP,184.15,1,4,36.829926340147324,False,False,True,False,False,False,False,True,True,False,False,False
ORD200416,2023-07-18,C20881,Laptop,2,644.05,652 Main St,TRK26263902,5,WINTER15,1288.1,1,7,257.6194847610305,False,False,True,False,False,False,False,False,False,False,False,True
ORD200417,2023-10-24,C44492,Laptop,5,55.41,954 Main St,TRK51429869,5,,277.05,0,10,55.40988918022165,False,False,False,True,False,False,False,False,False,True,False,False
ORD200418,2023-01-11,C74169,Printer,1,310.93,862 Main St,TRK66144809,3,,310.93,0,1,103.64298785670715,False,False,False,True,False,False,False,False,True,False,False,False
ORD200419,2024-04-17,C70999,Tablet,2,216.66,885 Main St,TRK75644156,6,FREESHIP,433.32,1,4,72.21987963353395,False,True,False,False,False,True,False,False,False,False,True,False
ORD200420,2024-11-29,C11921,Phone,1,452.7,439 Main St,TRK91362635,5,FREESHIP,452.7,1,11,90.53981892036217,False,True,False,False,False,False,False,True,False,False,True,False
ORD200421,2023-10-15,C50683,Chair,2,288.21,769 Main St,TRK53032122,5,,576.42,0,10,115.28376943246114,False,True,False,False,False,False,False,False,False,False,False,False
ORD200422,2023-06-05,C76140,Phone,4,206.6,914 Main St,TRK25861469,6,WINTER15,826.4,1,6,137.73310377816037,False,False,True,False,False,False,True,False,False,False,False,True
ORD200423,2024-07-20,C94311,Printer,4,685.2,195 Main St,TRK97308771,6,WINTER15,2740.8,1,7,456.79923866793564,False,False,True,False,False,False,False,False,False,True,False,False
ORD200424,2023-04-12,C49491,Chair,5,22.94,339 Main St,TRK64012257,10,,114.7,0,4,11.46998853001147,False,False,False,False,False,True,False,False,False,False,False,False
ORD200425,2023-03-09,C40648,Laptop,2,301.88,488 Main St,TRK25325993,5,WINTER15,603.76,1,3,120.75175849648302,False,False,True,False,False,False,True,False,False,False,False,False
ORD200426,2025-03-16,C40967,Monitor,5,57.45,315 Main St,TRK24839296,10,,287.25,0,3,28.724971275028725,False,False,False,False,False,False,False,False,True,False,False,False
ORD200427,2024-12-18,C25406,Desk,1,161.24,379 Main St,TRK70952564,3,WINTER15,161.24,1,12,53.746487511708295,True,False,False,False,False,True,False,False,False,False,True,False
ORD200428,2024-11-26,C77085,Chair,4,262.58,895 Main St,TRK57227640,8,WINTER15,1050.32,1,11,131.28983588770515,False,False,False,True,False,False,False,False,False,False,False,False
ORD200429,2024-12-19,C38126,Printer,4,515.19,522 Main St,TRK90838498,9,SAVE10,2060.76,1,12,228.97307891880124,True,False,False,False,False,True,False,False,True,False,False,False
ORD200430,2023-06-07,C87448,Phone,1,450.07,433 Main St,TRK44134016,6,FREESHIP,450.07,1,6,75.01154164743059,False,False,True,False,False,False,False,True,False,True,False,False
ORD200431,2024-10-06,C62312,Printer,1,52.54,651 Main St,TRK59623037,6,WINTER15,52.54,1,10,8.756652072246547,False,True,False,False,False,False,False,False,True,False,False,False
ORD200432,2023-09-04,C58443,Tablet,2,424.32,662 Main St,TRK77163738,6,,848.64,0,9,141.43976426705956,True,False,False,False,False,False,True,False,False,False,False,True
ORD200433,2023-08-26,C36613,Monitor,3,631.64,785 Main St,TRK13282106,3,FREESHIP,1894.92,1,8,631.6378945403516,True,False,False,False,False,False,True,False,True,False,False,False
ORD200434,2023-10-22,C73893,Printer,5,327.68,384 Main St,TRK85939879,6,,1638.4,0,10,273.0662115563141,True,False,False,False,False,False,True,False,True,False,False,False
ORD200435,2023-05-27,C48601,Printer,1,414.47,101 Main St,TRK97868309,3,FREESHIP,414.47,1,5,138.15620614597952,False,True,False,False,False,False,True,False,False,False,True,False
ORD200436,2023-02-11,C14568,Laptop,4,221.33,651 Main St,TRK73545796,5,,885.32,0,2,177.06364587270826,False,False,False,True,False,True,False,False,False,True,False,False
ORD200437,2024-04-18,C63378,Phone,1,512.39,955 Main St,TRK20863705,2,FREESHIP,512.39,1,4,256.19371903140484,False,False,False,True,True,False,False,False,False,False,True,False
ORD200438,2025-01-03,C77800,Tablet,3,459.34,436 Main St,TRK27439574,3,SAVE10,1378.02,1,1,459.33846887177043,False,False,True,False,False,True,False,False,False,False,True,False
ORD200439,2024-09-08,C91155,Tablet,1,146.32,321 Main St,TRK36260319,4,WINTER15,146.32,1,9,36.57990855022862,False,False,False,True,False,False,False,True,True,False,False,False
ORD200440,2024-11-05,C60215,Desk,4,83.6,978 Main St,TRK31727767,4,SAVE10,334.4,1,11,83.5997910005225,False,True,False,False,False,True,False,False,True,False,False,False
ORD200441,2023-12-13,C52915,Printer,2,328.54,475 Main St,TRK79466982,6,FREESHIP,657.08,1,12,109.51315081141533,False,False,True,False,False,False,True,False,False,False,False,False
